Coin ID,Capitalización total de mercado (market cap),Categorías
mochicat,0.0,"['Cat-Themed Coins', 'Solana Meme Coins', 'Solana Ecosystem', 'Meme']"
mochi-thecatcoin,33368244.0,"['Cat-Themed Coins', 'Base Meme Coins', 'Base Ecosystem', 'Meme']"
moew,0.0,"['Cat-Themed Coins', 'Base Meme Coins', 'Base Ecosystem', 'Meme']"
mog-coin,168591885.0,"['Cat-Themed Coins', 'Base Ecosystem', 'Meme', 'Ethereum Ecosystem']"
momo-v2,60738.0,"['Meme', 'Ethereum Ecosystem']"
monacoin,0.0,"['Proof of Work (PoW)', 'Meme']"
monai,6081708.0,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem']"
mongcoin,0.0,"['Meme', 'Ethereum Ecosystem']"
monke,0.0,"['Meme', 'Ethereum Ecosystem']"
monkeyball,7105648.0,"['Gaming Utility Token', 'Sports Games', 'Base Ecosystem', 'Gaming (GameFi)', 'NFT', 'Solana Ecosystem', 'Play To Earn']"
monkeyhaircut,0.0,"['Solana Meme Coins', 'Solana Ecosystem', 'Meme']"
monku,0.0,"['Solana Meme Coins', 'Solana Ecosystem', 'Meme']"
monsta-infinite,556095.0,"['Card Games', 'Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem']"
monster-ball,0.0,"['Gaming (GameFi)', 'BNB Chain Ecosystem']"
monsterra,1612842.0,"['Entertainment', 'Gaming (GameFi)', 'NFT', 'Cosmos Ecosystem', 'BNB Chain Ecosystem', 'Play To Earn', 'Avalanche Ecosystem', 'Liquid Staking Governance Tokens']"
monsterra-mag,0.0,"['Entertainment', 'Gaming (GameFi)', 'NFT', 'Cosmos Ecosystem', 'BNB Chain Ecosystem', 'Play To Earn', 'Avalanche Ecosystem', 'Liquid Staking Tokens']"
mooncats-on-base,0.0,"['Cat-Themed Coins', 'Meme', 'Base Meme Coins', 'Base Ecosystem']"
moon-tropica,63312746.0,"['Gaming Governance Token', 'Gaming Utility Token', 'Gaming (GameFi)', 'Ethereum Ecosystem']"
morra,5738986.0,"['NFT', 'Gaming (GameFi)', 'Ethereum Ecosystem']"
mozaic,2710256.0,"['Farming-as-a-Service (FaaS)', 'Yield Aggregator', 'Yield Farming', 'Decentralized Finance (DeFi)', 'Artificial Intelligence (AI)', 'Arbitrum Ecosystem']"
mrspepe,0.0,"['Ethereum Ecosystem', 'Meme']"
mumu-the-bull-3,0.0,"['Meme', 'Solana Meme Coins', 'Solana Ecosystem']"
must,563796.0,"['Ethereum Ecosystem', 'Gaming (GameFi)', 'Polygon Ecosystem', 'NFT']"
mutant-pepe,0.0,"['BNB Chain Ecosystem', 'Meme']"
mutatio-xcopyflies,0.0,"['Meme', 'Base Ecosystem']"
mxs-games,,"['Gaming (GameFi)', 'Gaming Platform', 'Avalanche Ecosystem']"
my-defi-pet,2633183.0,"['Breeding', 'BNB Chain Ecosystem', 'KardiaChain Ecosystem', 'Play To Earn', 'Collectibles', 'Gaming (GameFi)', 'NFT']"
my-master-war,129685.0,"['RPG', 'BNB Chain Ecosystem', 'Play To Earn', 'Gaming (GameFi)']"
my-neighbor-alice,102679456.0,"['Simulation Games', 'Gaming Utility Token', 'Gaming Governance Token', 'Binance Launchpool', 'Ethereum Ecosystem', 'BNB Chain Ecosystem', 'Metaverse', 'DaoMaker Ecosystem', 'NFT', 'Gaming (GameFi)']"
myra,0.0,"['Dog-Themed Coins', 'Solana Meme Coins', 'Meme', 'Solana Ecosystem']"
myria,108942193.0,"['Gaming Platform', 'Rollup', 'Gaming (GameFi)', 'NFT', 'Ethereum Ecosystem']"
myro,137886704.0,"['Solana Meme Coins', 'Meme', 'Dog-Themed Coins', 'Solana Ecosystem']"
nakamoto-games,85998699.0,"['Gaming Platform', 'Gaming (GameFi)', 'Play To Earn', 'Polygon Ecosystem', 'Ethereum Ecosystem']"
nana-token,0.0,"['Solana Ecosystem', 'Metaverse', 'Play To Earn', 'Gaming (GameFi)']"
navy-seal,0.0,"['Meme', 'Ethereum Ecosystem']"
neko,0.0,['Meme']
neopepe,0.0,"['Meme', 'Neon Ecosystem']"
netmind-token,0.0,"['Ethereum Ecosystem', 'Artificial Intelligence (AI)', 'BNB Chain Ecosystem']"
netvrk,8492582.0,"['Polygon Ecosystem', 'Ethereum Ecosystem', 'Gaming (GameFi)', 'Metaverse', 'NFT', 'Entertainment']"
network-spirituality,0.0,"['Meme', 'Ethereum Ecosystem']"
neural-radiance-field,0.0,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem']"
neuroni-ai,3551712.0,"['Artificial Intelligence (AI)', 'Telegram Apps', 'Ethereum Ecosystem']"
nftb,3017786.0,"['Gaming (GameFi)', 'BNB Chain Ecosystem', 'NFT']"
nft-champions,0.0,"['Polygon Ecosystem', 'Play To Earn', 'Gaming (GameFi)']"
nft-soccer-games,24990.0,"['Play To Earn', 'NFT', 'Gaming (GameFi)', 'Avalanche Ecosystem']"
nft-worlds,25188409.0,"['Polygon Ecosystem', 'Ethereum Ecosystem', 'Play To Earn', 'NFT', 'Gaming (GameFi)', 'Metaverse']"
niccagewaluigielmo42069inu,90128.0,"['Meme', 'Ethereum Ecosystem']"
nifty-league,903325.0,"['Ethereum Ecosystem', 'NFT', 'Gaming (GameFi)']"
nitro-league,353897.0,"['Racing Games', 'Augmented Reality', 'Metaverse', 'Ethereum Ecosystem', 'Play To Earn', 'Gaming (GameFi)', 'Cryptocurrency', 'NFT', 'Entertainment', 'Polygon Ecosystem']"
nitroshiba,4401.82,"['Meme', 'Arbitrum Ecosystem']"
noisegpt,29905627.0,"['Telegram Apps', 'Artificial Intelligence (AI)', 'Arbitrum Ecosystem', 'Ethereum Ecosystem']"
nolimitcoin,88666.0,"['Proof of Stake (PoS)', 'Sports', 'Gaming (GameFi)', 'BNB Chain Ecosystem', 'Number']"
non-playable-coin,25519473.0,"['Base Ecosystem', 'NFT', 'Meme', 'Ethereum Ecosystem']"
normie-2,54317828.0,"['Meme', 'Base Meme Coins', 'Base Ecosystem']"
nosana,291102872.0,"['DePIN', 'Solana Ecosystem', 'Artificial Intelligence (AI)']"
not-financial-advice,2545913.0,"['Shibarium Ecosystem', 'Artificial Intelligence (AI)', 'Ethereum Ecosystem']"
nothing-token,0.0,"['Ethereum Ecosystem', 'Meme']"
numa,0.0,"['Real World Assets (RWA)', 'Synths', 'LSDFi', 'Arbitrum Ecosystem']"
numbers-protocol,56638319.0,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem', 'DaoMaker Ecosystem', 'BNB Chain Ecosystem']"
numeraire,143678357.0,"['Paradigm Portfolio', 'Artificial Intelligence (AI)', 'Ethereum Ecosystem', 'Decentralized Finance (DeFi)', 'Business Services']"
nyan-meme-coin,0.0,"['Ethereum Ecosystem', 'Meme']"
nyxia-ai,460660.0,"['Cat-Themed Coins', 'AI Meme Coins', 'NFT', 'Meme', 'Solana Ecosystem']"
oasys,114832814.0,"['Gaming Blockchains', 'Proof of Stake (PoS)', 'Smart Contract Platform', 'Layer 1 (L1)', 'Gaming (GameFi)']"
ocean-protocol,494321541.0,"['Optimism Ecosystem', 'DePIN', 'Artificial Intelligence (AI)', 'Ethereum Ecosystem', 'Polygon Ecosystem', 'Polkadot Ecosystem', 'Storage', 'Protocol']"
och,3040775.0,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem', 'Decentralized Finance (DeFi)', 'Lending/Borrowing']"
octaspace,34552614.0,"['DePIN', 'Internet of Things (IOT)', 'Artificial Intelligence (AI)', 'Layer 1 (L1)']"
octavia,13180533.0,"['Poolz Finance Launchpad', 'Discord Bots', 'Telegram Apps', 'Artificial Intelligence (AI)', 'DaoMaker Ecosystem', 'BNB Chain Ecosystem']"
octo-gaming,15065082.0,"['Gaming Platform', 'Gaming (GameFi)', 'Solana Ecosystem']"
oggy-inu-2,618324.0,"['Telegram Apps', 'Payment Solutions', 'Big Data', 'Artificial Intelligence (AI)', 'Decentralized Finance (DeFi)', 'Meme', 'Ethereum Ecosystem']"
oh-no,0.0,"['Blast Ecosystem', 'Meme']"
ojamu,453517.0,"['Artificial Intelligence (AI)', 'Arbitrum Ecosystem', 'Analytics', 'Business Services', 'Polygon Ecosystem', 'Ethereum Ecosystem']"
okage-inu,0.0,"['Ethereum Ecosystem', 'Meme']"
omnicat,22904912.0,"['Cat-Themed Coins', 'Blast Ecosystem', 'Meme', 'Solana Ecosystem', 'Polygon Ecosystem', 'Canto Ecosystem', 'Base Ecosystem', 'BNB Chain Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem']"
ondo-finance,1139853426.0,"['Coinbase Ventures Portfolio', 'Real World Assets (RWA)', 'Ethereum Ecosystem']"
onigiri-kitty,685881.0,"['Cat-Themed Coins', 'Meme', 'BNB Chain Ecosystem']"
openeden-tbill,0.0,"['Tokenized Treasury Bills (T-Bills)', 'Real World Assets (RWA)', 'Ethereum Ecosystem']"
openfabric,29093571.0,"['Artificial Intelligence (AI)', 'Poolz Finance Launchpad', 'BNB Chain Ecosystem', 'ChainGPT Pad']"
optimus-ai,23335312.0,"['Artificial Intelligence (AI)', 'Elon Musk-Inspired Coins', 'Meme', 'Ethereum Ecosystem']"
optimus-inu,0.0,"['BNB Chain Ecosystem', 'Meme']"
opulous,77759461.0,"['Arbitrum Ecosystem', 'Real World Assets (RWA)', 'Algorand Ecosystem', 'Ethereum Ecosystem', 'BNB Chain Ecosystem', 'NFT', 'Music']"
oraichain-token,167095975.0,"['AI Agents', 'Artificial Intelligence (AI)', 'DWF Labs Portfolio', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'BNB Chain Ecosystem', 'Cosmos Ecosystem', 'Big Data', 'Business Services', 'Decentralized Finance (DeFi)', 'Oracle']"
orbofi-ai,8142871.0,"['Artificial Intelligence (AI)', 'Poolz Finance Launchpad', 'BNB Chain Ecosystem', 'Ethereum Ecosystem']"
origintrail,355144532.0,"['DePIN', 'Real World Assets (RWA)', 'Metaverse', 'Decentralized Science (DeSci)', 'Interoperability', 'Artificial Intelligence (AI)', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Gnosis Chain Ecosystem', 'Polkadot Ecosystem']"
otacon-ai,0.0,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem']"
ousg,0.0,"['Tokenized Treasury Bonds (T-Bonds)', 'Solana Ecosystem', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Real World Assets (RWA)']"
outer-ring,6393727.0,"['Gaming (GameFi)', 'NFT', 'Metaverse', 'BNB Chain Ecosystem', 'Kommunitas Launchpad', 'NFT Marketplace']"
paal-ai,229417325.0,"['Telegram Apps', 'PAAL AI', 'Discord Bots', 'Artificial Intelligence (AI)', 'Ethereum Ecosystem']"
paint,415996.0,"['Artificial Intelligence (AI)', 'NFT', 'Polygon Ecosystem', 'Ethereum Ecosystem']"
pajamas-cat,3383298.0,"['Cat-Themed Coins', 'Solana Meme Coins', 'Solana Ecosystem', 'Meme']"
palm-ai,50722378.0,"['Telegram Apps', 'Artificial Intelligence (AI)', 'Ethereum Ecosystem']"
pancake-hunny,502154.0,"['Card Games', 'Gaming (GameFi)', 'Yield Aggregator', 'BNB Chain Ecosystem']"
pandacoin-inu,0.0,"['Scroll Ecosystem', 'Meme']"
parcl,55796614.0,"['Real Estate', 'Solana Ecosystem', 'Real World Assets (RWA)']"
passage,27656297.0,"['Metaverse', 'Gaming (GameFi)', 'Osmosis Ecosystem', 'Cosmos Ecosystem']"
pegaxy-stone,2659412.0,"['Avalanche Ecosystem', 'Polygon Ecosystem', 'Play To Earn', 'Gaming (GameFi)', 'NFT']"
pendle,572623339.0,"['Restaking', 'Liquid Restaking Governance Tokens', 'LRTfi', 'Real World Assets (RWA)', 'Optimism Ecosystem', 'LSDFi', 'BNB Chain Ecosystem', 'Fixed Interest', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Avalanche Ecosystem', 'Olympus Pro', 'Derivatives', 'Decentralized Finance (DeFi)', 'Automated Market Maker (AMM)']"
peng,22864725.0,"['Solana Meme Coins', 'Meme', 'Solana Ecosystem']"
pepa-erc,0.0,"['Ethereum Ecosystem', 'Meme']"
pepcat,0.0,"['Meme', 'Solana Meme Coins', 'Cat-Themed Coins', 'Solana Ecosystem']"
pepe,2077477849.0,"['Arbitrum Ecosystem', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'Meme']"
pepe-ai,0.0,"['BNB Chain Ecosystem', 'Meme']"
pepe-chain,0.0,"['BNB Chain Ecosystem', 'Meme']"
pepecoin-2,0.0,"['Frog-Themed Coins', 'Meme', 'Ethereum Ecosystem']"
pepecoin-on-sol,0.0,"['Solana Meme Coins', 'Meme', 'Solana Ecosystem']"
pepe-dao,0.0,"['BNB Chain Ecosystem', 'Meme']"
pepe-floki,0.0,"['BNB Chain Ecosystem', 'Meme']"
pepefork,54435608.0,"['Meme', 'Ethereum Ecosystem']"
pepelon,0.0,"['BNB Chain Ecosystem', 'Meme']"
pepemon-pepeballs,362282.0,"['Frog-Themed Coins', 'Ethereum Ecosystem', 'Meme', 'Polygon Ecosystem', 'NFT']"
pepe-of-wallstreet,0.0,"['Meme', 'Ethereum Ecosystem']"
pepe-original-version,0.0,"['Ethereum Ecosystem', 'BNB Chain Ecosystem', 'Meme']"
pepe-predator,,"['Ethereum Ecosystem', 'Meme']"
pepesol,0.0,"['Solana Ecosystem', 'Meme']"
pepe-the-frog,0.0,"['BNB Chain Ecosystem', 'Meme']"
pepe-token,1162409.0,"['Meme', 'Ethereum Ecosystem']"
pepeusdt,0.0,"['BNB Chain Ecosystem', 'Meme']"
pepe-wif-hat,0.0,"['Meme', 'BNB Chain Ecosystem']"
perry-the-bnb,0.0,"['BNB Chain Ecosystem', 'Meme']"
phantasma,15167070.0,"['Gaming Governance Token', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'Artificial Intelligence (AI)', 'Layer 1 (L1)', 'Yield Farming', 'Play To Earn', 'Metaverse', 'Gaming (GameFi)', 'Storage', 'Entertainment', 'NFT', 'Smart Contract Platform']"
phoenix-global,76013449.0,"['Oracle', 'Artificial Intelligence (AI)', 'NFT', 'BNB Chain Ecosystem']"
phteven,0.0,"['Solana Meme Coins', 'Meme', 'Solana Ecosystem']"
pikaboss,5669874.0,"['Meme', 'Ethereum Ecosystem']"
pitbull,0.0,"['Meme', 'BNB Chain Ecosystem']"
pixels,288408903.0,"['Gaming Utility Token', 'Gaming (GameFi)', 'Ronin Ecosystem', 'Ethereum Ecosystem']"
planetcats,0.0,"['BNB Chain Ecosystem', 'Meme']"
planet-sandbox,0.0,"['Play To Earn', 'Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem']"
planet-token,41381836.0,"['Real World Assets (RWA)', 'BNB Chain Ecosystem', 'Ethereum Ecosystem']"
playa3ull-games-2,22194338.0,"['Gaming (GameFi)', 'Play To Earn', 'NFT', 'Avalanche Ecosystem']"
playnity,144055.0,"['Metaverse', 'Play To Earn', 'Gaming (GameFi)', 'Guild and Scholarship', 'Terra Ecosystem', 'BNB Chain Ecosystem']"
playzap,9157967.0,"['Solana Ecosystem', 'Gaming Utility Token', 'Poolz Finance Launchpad', 'DWF Labs Portfolio', 'Play To Earn', 'Gaming (GameFi)', 'BNB Chain Ecosystem']"
poglana,0.0,"['Solana Ecosystem', 'Meme']"
poison-finance,577344.0,"['Real World Assets (RWA)', 'Yield Farming', 'Decentralized Finance (DeFi)', 'Synthetic Issuer', 'Polygon Ecosystem', 'BNB Chain Ecosystem', 'Arbitrum Ecosystem']"
polka-city,5493833.0,"['Ethereum Ecosystem', 'BNB Chain Ecosystem', 'Metaverse', 'Gaming (GameFi)', 'NFT']"
polkawar,189407.0,['Gaming (GameFi)']
polker,1446344.0,"['Card Games', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'BNB Chain Ecosystem', 'NFT', 'Gaming (GameFi)', 'Play To Earn']"
polydoge,6719029.0,"['Dog-Themed Coins', 'NFT', 'Polygon Ecosystem', 'Cryptocurrency', 'Meme']"
polymesh,454278459.0,"['Real World Assets (RWA)', 'Polkadot Ecosystem']"
polytrade,59804455.0,"['Arbitrum Ecosystem', 'DWF Labs Portfolio', 'Real World Assets (RWA)', 'Polygon Ecosystem', 'BNB Chain Ecosystem', 'Ethereum Ecosystem']"
poncho,0.0,"['Cat-Themed Coins', 'Meme', 'Base Ecosystem']"
ponke,48294317.0,"['Solana Meme Coins', 'Meme', 'Solana Ecosystem']"
poodle,562883.0,"['NFT', 'BNB Chain Ecosystem', 'Meme']"
poopcoin-poop,0.0,"['Base Ecosystem', 'Base Meme Coins', 'Meme']"
popcat,98262290.0,"['Cat-Themed Coins', 'Solana Meme Coins', 'Meme', 'Solana Ecosystem']"
popecoin,0.0,"['BNB Chain Ecosystem', 'Ethereum Ecosystem', 'Meme']"
portal-2,150496501.0,"['Gaming (GameFi)', 'Gaming Platform', 'Ethereum Ecosystem']"
potato-3,0.0,"['Solana Ecosystem', 'Solana Meme Coins', 'Meme']"
pou,597940.0,"['Solana Meme Coins', 'Meme', 'Solana Ecosystem']"
precipitate-ai,8590689.0,"['Base Ecosystem', 'DePIN', 'Artificial Intelligence (AI)', 'Ethereum Ecosystem']"
presearch,9214270.0,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem']"
project-oasis,78725.0,"['BNB Chain Ecosystem', 'Metaverse', 'NFT', 'Gaming (GameFi)']"
propbase,52114184.0,['Real World Assets (RWA)']
propchain,58929134.0,"['Real World Assets (RWA)', 'Ethereum Ecosystem']"
propy,133676843.0,"['Base Ecosystem', 'Real World Assets (RWA)', 'Ethereum Ecosystem', 'Real Estate']"
pudgy-cat,0.0,"['Meme', 'Cardano Ecosystem']"
pump,0.0,"['Blast Ecosystem', 'Meme']"
pundu,0.0,"['Solana Ecosystem', 'Meme', 'Solana Meme Coins']"
punk-2,65777130.0,"['TON Ecosystem', 'Ethereum Ecosystem', 'Gaming (GameFi)', 'Telegram Apps']"
pups-ordinals,378955185.0,"['Bitcoin Ecosystem', 'Meme', 'Inscriptions', 'BRC-20']"
purefi,10082615.0,"['Cybersecurity', 'Oracle', 'Artificial Intelligence (AI)', 'Identity', 'Zero Knowledge (ZK)', 'Ethereum Ecosystem', 'Polygon Ecosystem', 'BNB Chain Ecosystem']"
pusuke-inu,0.0,"['Ethereum Ecosystem', 'Meme']"
qopro,28583119.0,"['Gaming Platform', 'Gaming (GameFi)', 'BNB Chain Ecosystem', 'Play To Earn', 'Ethereum Ecosystem', 'NFT Marketplace']"
quadency,2315565.0,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem']"
quant-ai,0.0,"['AI Agents', 'Artificial Intelligence (AI)', 'Ethereum Ecosystem']"
quick-intel,4870464.0,"['Telegram Apps', 'Discord Bots', 'Artificial Intelligence (AI)', 'Arbitrum Ecosystem', 'Ethereum Ecosystem']"
rabbitking,26230.0,"['BNB Chain Ecosystem', 'Meme']"
radio-caca,82347281.0,"['DWF Labs Portfolio', 'Gaming (GameFi)', 'NFT', 'Metaverse', 'BNB Chain Ecosystem', 'Play To Earn', 'Ethereum Ecosystem']"
ragingelonmarscoin,0.0,"['Meme', 'Ethereum Ecosystem']"
raider-aurum,0.0,"['Gaming (GameFi)', 'Polygon Ecosystem', 'Play To Earn']"
rainbow-token-2,7474313.0,"['Animal Racing', 'Governance', 'Gaming (GameFi)', 'NFT', 'Metaverse', 'Polygon Ecosystem', 'Play To Earn', 'Liquid Staking Governance Tokens']"
rainicorn,4016390.0,"['Gaming (GameFi)', 'NFT', 'Metaverse', 'BNB Chain Ecosystem', 'Fantom Ecosystem', 'Play To Earn', 'Ethereum Ecosystem']"
raini-studios-token,30720103.0,"['Gaming (GameFi)', 'Avalanche Ecosystem', 'Ethereum Ecosystem']"
realfevr,2721188.0,"['NFT', 'Gaming (GameFi)', 'Avalanche Ecosystem', 'Ethereum Ecosystem', 'Polygon Ecosystem', 'BNB Chain Ecosystem']"
realio-network,0.0,"['Stellar Ecosystem', 'BNB Chain Ecosystem', 'Real World Assets (RWA)', 'Algorand Ecosystem', 'Ethereum Ecosystem']"
realis-network,0.0,['Gaming (GameFi)']
reality-metaverse,9542454.0,"['Gaming Utility Token', 'Play To Earn', 'NFT', 'Metaverse', 'Gaming (GameFi)', 'DWF Labs Portfolio', 'Ethereum Ecosystem']"
realm,2615868.0,"['Simulation Games', 'Ethereum Ecosystem', 'Play To Earn', 'Gaming (GameFi)', 'Polygon Ecosystem', 'NFT', 'Metaverse']"
real-smurf-cat,5978092.0,"['Cat-Themed Coins', 'Meme', 'Ethereum Ecosystem']"
rebel-bots,10604468.0,"['Gaming Governance Token', 'Gaming Utility Token', 'Breeding', 'Card Games', 'Play To Earn', 'NFT', 'Gaming (GameFi)', 'Polygon Ecosystem']"
rebel-bots-oil,0.0,"['Gaming Utility Token', 'Play To Earn', 'Gaming (GameFi)', 'Polygon Ecosystem']"
reboot,5348849.0,"['Gaming Platform', 'Gaming (GameFi)', 'Arbitrum Nova Ecosystem', 'Arbitrum Ecosystem']"
redfox-labs-2,7376352.0,"['Gaming Governance Token', 'Ethereum Ecosystem', 'BNB Chain Ecosystem', 'Metaverse', 'Gaming (GameFi)', 'Collectibles', 'NFT']"
regen,10811409.0,"['Osmosis Ecosystem', 'Real World Assets (RWA)', 'Cosmos Ecosystem']"
rektcoin,0.0,"['Meme', 'Ethereum Ecosystem', 'BNB Chain Ecosystem', 'Telegram Apps']"
render-token,2902838641.0,"['Multicoin Capital Portfolio', 'Solana Ecosystem', 'DePIN', 'Artificial Intelligence (AI)', 'Ethereum Ecosystem', 'Metaverse', 'NFT', 'Polygon Ecosystem']"
renegade,0.0,"['Shooting Games', 'Gaming (GameFi)', 'Ethereum Ecosystem']"
rentible,640221.0,"['Real World Assets (RWA)', 'Ethereum Ecosystem', 'BNB Chain Ecosystem']"
resistance-dog,0.0,"['Dog-Themed Coins', 'Meme', 'TON Meme Coins', 'TON Ecosystem']"
retardio,13691824.0,"['NFT', 'Solana Meme Coins', 'Meme', 'Solana Ecosystem']"
retrocraft,761441.0,"['Gaming (GameFi)', 'BNB Chain Ecosystem']"
revenant,1118326.0,"['Gaming (GameFi)', 'Metis Ecosystem']"
revest-finance,18528636.0,"['Real World Assets (RWA)', 'Ethereum Ecosystem']"
revolve-games,1219952.0,"['RPG', 'BNB Chain Ecosystem', 'Play To Earn', 'Gaming (GameFi)']"
revomon-2,2970438.0,"['Ethereum Ecosystem', 'Play To Earn', 'Collectibles', 'Metaverse', 'NFT', 'BNB Chain Ecosystem', 'Virtual Reality', 'Gaming (GameFi)']"
revv,9595398.0,"['Racing Games', 'Ethereum Ecosystem', 'BNB Chain Ecosystem', 'Metaverse', 'Play To Earn', 'Gaming (GameFi)', 'Polygon Ecosystem', 'NFT']"
richai,0.0,"['PulseChain Ecosystem', 'Ethereum Ecosystem', 'Meme']"
risitas,75263.0,"['Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Meme']"
risitas-2,0.0,"['Base Ecosystem', 'Meme']"
roaring-kitty,0.0,"['Meme', 'Ethereum Ecosystem']"
roasthimjim,1835233.0,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem']"
roko-network,10245119.0,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem']"
rome,2664900.0,"['Gaming (GameFi)', 'Rebase Tokens', 'Moonriver Ecosystem']"
ronin,947662785.0,"['Gaming Blockchains', 'Play To Earn', 'NFT', 'Layer 1 (L1)', 'Ronin Ecosystem', 'FTX Holdings', 'Gaming (GameFi)', 'Smart Contract Platform']"
roost,0.0,"['Base Ecosystem', 'Meme', 'Base Meme Coins']"
rosnet,0.0,"['Artificial Intelligence (AI)', 'Arbitrum Ecosystem']"
rosy,0.0,"['Meme', 'Dog-Themed Coins']"
rss3,225831497.0,"['Coinbase Ventures Portfolio', 'Infrastructure', 'Artificial Intelligence (AI)', 'Storage', 'Ethereum Ecosystem']"
sacabam,1478398.0,"['Meme', 'Sui Ecosystem']"
sad-hamster,0.0,"['Meme', 'Solana Meme Coins', 'Solana Ecosystem']"
safemoon-inu,1038371.0,"['Ethereum Ecosystem', 'Meme']"
samoyedcoin,28795017.0,"['Solana Meme Coins', 'Dog-Themed Coins', 'Solana Ecosystem', 'Meme']"
sappy-seals-pixl,28984632.0,"['Play To Earn', 'Metaverse', 'Gaming (GameFi)', 'Ethereum Ecosystem']"
schrodinger,0.0,"['Elon Musk-Inspired Coins', 'Meme', 'Cat-Themed Coins', 'Ethereum Ecosystem']"
scrooge,7225.01,"['Gaming (GameFi)', 'BNB Chain Ecosystem']"
sealwifhat,0.0,"['Meme', 'Solana Meme Coins', 'Solana Ecosystem']"
secured-on-blockchain,0.0,"['Real World Assets (RWA)', 'Ethereum Ecosystem']"
secured-on-blockchain-2,0.0,"['Real World Assets (RWA)', 'Ethereum Ecosystem']"
seiyan,0.0,"['Meme', 'Cosmos Ecosystem', 'Sei Ecosystem']"
selfkey,38610630.0,"['Polygon Ecosystem', 'Artificial Intelligence (AI)', 'Identity', 'Ethereum Ecosystem', 'Business Services']"
senate,10621508.0,"['Gaming Utility Token', 'Metaverse', 'Play To Earn', 'Gaming (GameFi)', 'NFT', 'Ethereum Ecosystem']"
sharbi,43161.0,"['Solana Ecosystem', 'Shibarium Ecosystem', 'Ethereum Ecosystem', 'Arbitrum Ecosystem', 'Meme']"
shark-cat,0.0,"['Cat-Themed Coins', 'Meme', 'Solana Meme Coins', 'Solana Ecosystem']"
shiba-bsc,0.0,['Meme']
shiba-cartel,0.0,"['Arbitrum Ecosystem', 'Meme']"
shibadoge,3345142.0,"['NFT', 'Meme', 'Ethereum Ecosystem', 'BNB Chain Ecosystem']"
shiba-inu,12897279878.0,"['Dog-Themed Coins', 'Shibarium Ecosystem', 'Ethereum Ecosystem', 'BNB Chain Ecosystem', 'Meme']"
shiba-inu-mother,0.0,['Meme']
shibaken-finance,0.0,"['Polygon Ecosystem', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'Meme']"
shibapoconk,0.0,"['Fantom Ecosystem', 'Meme']"
shiba-predator,23352874.0,"['Meme', 'Ethereum Ecosystem']"
shiba-saga,5385739.0,"['Meme', 'Ethereum Ecosystem']"
shibavax,285874.0,"['Avalanche Ecosystem', 'Meme']"
shibgf,0.0,"['Ethereum Ecosystem', 'Meme']"
shibonk-311f81df-a4ea-4f31-9e61-df0af8211bd7,0.0,['Meme']
shib-original-vision,522918.0,"['Meme', 'Ethereum Ecosystem']"
shih-tzu,705758.0,"['Ethereum Ecosystem', 'Meme']"
shila-inu,0.0,"['Ethereum Ecosystem', 'Meme']"
